IoT-HW-ID:,Timestamp:,Temperature:,Humidity:,Battery:,,
320c84,09.11.2018 01:42:08,22.00,37.70,3330,,
320c84,09.11.2018 01:44:10,22.00,37.70,3332,,
320c84,09.11.2018 01:46:13,22.00,37.70,3330,,
320c84,09.11.2018 01:48:14,21.90,37.60,3327,,
320c84,09.11.2018 01:50:16,21.90,37.60,3336,,
320c84,09.11.2018 01:52:18,21.90,37.60,3328,,
320c84,09.11.2018 01:54:20,21.90,37.60,3327,,
320c84,09.11.2018 01:56:22,21.90,37.60,3326,,
320c84,09.11.2018 01:58:24,21.90,37.60,3326,,
320c84,09.11.2018 02:00:26,21.90,37.60,3326,,
320c84,09.11.2018 02:02:28,21.90,37.60,3327,,
320c84,09.11.2018 02:04:30,21.90,37.60,3327,,
320c84,09.11.2018 02:06:31,21.90,37.60,3327,,
320c84,09.11.2018 02:08:33,21.90,37.60,3327,,
320c84,09.11.2018 02:10:35,21.90,37.60,3327,,
320c84,09.11.2018 02:12:37,21.90,37.60,3330,,
320c84,09.11.2018 02:14:39,21.90,37.60,3329,,
320c84,09.11.2018 02:16:41,21.90,37.60,3329,,
320c84,09.11.2018 02:18:43,21.90,37.70,3331,,
320c84,09.11.2018 02:20:45,21.90,37.70,3329,,
320c84,09.11.2018 02:22:47,21.90,37.70,3327,,
320c84,09.11.2018 02:24:48,21.90,37.70,3330,,
320c84,09.11.2018 02:26:50,21.90,37.70,3327,,
320c84,09.11.2018 02:28:52,21.90,37.70,3328,,
320c84,09.11.2018 02:30:54,21.90,38.30,3330,,
320c84,09.11.2018 02:32:56,21.90,37.70,3330,,
320c84,09.11.2018 02:34:58,21.90,37.70,3331,,
320c84,09.11.2018 02:37:00,21.90,37.70,3330,,
320c84,09.11.2018 02:39:01,21.90,37.70,3330,,
320c84,09.11.2018 02:41:04,21.90,37.70,3336,,
320c84,09.11.2018 02:43:05,21.90,37.70,3330,,
320c84,09.11.2018 02:45:07,21.90,37.70,3329,,
320c84,09.11.2018 02:47:09,21.90,37.80,3327,,
320c84,09.11.2018 02:49:11,21.90,37.70,3329,,
320c84,09.11.2018 02:51:13,21.80,37.70,3325,,
320c84,09.11.2018 02:53:15,21.80,37.70,3324,,
320c84,09.11.2018 02:55:16,21.90,37.80,3327,,
320c84,09.11.2018 02:57:18,21.80,37.70,3316,,
320c84,09.11.2018 02:59:20,21.90,37.80,3315,,
320c84,09.11.2018 03:01:22,21.90,37.80,3322,,
320c84,09.11.2018 03:03:24,21.90,37.80,3305,,
320c84,09.11.2018 03:05:25,21.80,37.70,3307,,
320c84,09.11.2018 03:07:27,21.80,37.70,3326,,
320c84,09.11.2018 03:09:29,21.80,37.70,3321,,
320c84,09.11.2018 03:11:30,21.80,37.70,3313,,
320c84,09.11.2018 03:13:32,21.80,37.70,3325,,
320c84,09.11.2018 03:15:34,21.80,37.70,3321,,
320c84,09.11.2018 03:17:36,21.80,37.70,3317,,
320c84,09.11.2018 03:19:38,21.80,37.70,3321,,
320c84,09.11.2018 03:21:40,21.80,37.70,3322,,
320c84,09.11.2018 03:23:42,21.80,37.70,3327,,
320c84,09.11.2018 03:25:44,21.80,37.80,3307,,
320c84,09.11.2018 03:27:46,21.80,37.70,3314,,
320c84,09.11.2018 03:29:48,21.80,37.80,3321,,
320c84,09.11.2018 03:31:49,21.80,37.80,3322,,
320c84,09.11.2018 03:33:51,21.80,37.80,3318,,
320c84,09.11.2018 03:35:53,21.80,37.80,3328,,
320c84,09.11.2018 03:37:55,21.80,37.80,3319,,
320c84,09.11.2018 03:39:57,21.80,37.80,3321,,
320c84,09.11.2018 03:41:59,21.80,37.80,3319,,
320c84,09.11.2018 03:44:00,21.80,37.90,3326,,
320c84,09.11.2018 03:46:02,21.80,37.90,3326,,
320c84,09.11.2018 03:48:04,21.80,37.90,3316,,
320c84,09.11.2018 03:50:06,21.80,37.90,3321,,
320c84,09.11.2018 03:52:07,21.80,37.90,3307,,
320c84,09.11.2018 03:54:09,21.80,37.90,3324,,
320c84,09.11.2018 03:56:11,21.80,37.90,3310,,
320c84,09.11.2018 03:58:13,21.80,37.90,3325,,
320c84,09.11.2018 04:00:15,21.80,37.90,3324,,
320c84,09.11.2018 04:02:17,21.80,38.00,3320,,
320c84,09.11.2018 04:04:19,21.80,37.90,3327,,
320c84,09.11.2018 04:06:21,21.80,37.90,3326,,
320c84,09.11.2018 04:08:23,21.80,38.00,3325,,
320c84,09.11.2018 04:10:24,21.80,38.00,3334,,
320c84,09.11.2018 04:12:27,21.80,38.00,3325,,
320c84,09.11.2018 04:14:28,21.80,38.00,3321,,
320c84,09.11.2018 04:16:30,21.80,38.00,3326,,
320c84,09.11.2018 04:18:32,21.80,38.00,3327,,
320c84,09.11.2018 04:20:34,21.80,38.00,3326,,
320c84,09.11.2018 04:22:36,21.80,38.10,3320,,
320c84,09.11.2018 04:24:38,21.80,38.10,3327,,
320c84,09.11.2018 04:26:39,21.80,38.10,3321,,
320c84,09.11.2018 04:28:41,21.80,38.10,3316,,
320c84,09.11.2018 04:30:43,21.80,38.10,3314,,
320c84,09.11.2018 04:32:45,21.80,38.10,3326,,
320c84,09.11.2018 04:34:47,21.80,38.10,3325,,
320c84,09.11.2018 04:36:48,21.80,38.10,3336,,
320c84,09.11.2018 04:38:50,21.80,38.10,3331,,
320c84,09.11.2018 04:40:52,21.80,38.10,3324,,
320c84,09.11.2018 04:42:54,21.70,38.10,3327,,
320c84,09.11.2018 04:44:56,21.80,38.10,3326,,
320c84,09.11.2018 04:46:57,21.80,38.10,3321,,
320c84,09.11.2018 04:48:59,21.70,38.10,3326,,
320c84,09.11.2018 04:51:02,21.70,38.10,3324,,
320c84,09.11.2018 04:53:03,21.70,38.10,3316,,
320c84,09.11.2018 04:55:05,21.70,38.10,3324,,
320c84,09.11.2018 04:57:07,21.70,38.10,3326,,
320c84,09.11.2018 04:59:09,21.70,38.10,3326,,
320c84,09.11.2018 05:01:11,21.70,38.10,3321,,
320c84,09.11.2018 05:03:13,21.70,38.10,3326,,
320c84,09.11.2018 05:05:15,21.70,38.10,3326,,
320c84,09.11.2018 05:07:17,21.70,38.10,3327,,
320c84,09.11.2018 05:09:18,21.70,38.10,3326,,
320c84,09.11.2018 05:11:20,21.70,38.20,3325,,
320c84,09.11.2018 05:13:22,21.70,38.20,3321,,
320c84,09.11.2018 05:15:24,21.70,38.20,3325,,
320c84,09.11.2018 05:17:26,21.70,38.20,3327,,
320c84,09.11.2018 05:19:27,21.70,38.20,3325,,
320c84,09.11.2018 05:21:29,21.70,38.20,3326,,
320c84,09.11.2018 05:23:31,21.70,38.20,3321,,
320c84,09.11.2018 05:25:34,21.70,38.80,3325,,
320c84,09.11.2018 05:27:36,21.70,38.20,3322,,
320c84,09.11.2018 05:29:38,21.70,38.20,3325,,
320c84,09.11.2018 05:31:52,21.70,38.20,3321,,
320c84,09.11.2018 05:33:53,21.70,38.20,3319,,
320c84,09.11.2018 05:35:55,21.70,38.20,3314,,
320c84,09.11.2018 05:37:57,21.70,38.30,3322,,
320c84,09.11.2018 05:39:58,21.70,38.30,3314,,
320c84,09.11.2018 05:42:00,21.70,38.30,3321,,
320c84,09.11.2018 05:44:02,21.70,38.30,3317,,
320c84,09.11.2018 05:46:04,21.70,38.30,3321,,
320c84,09.11.2018 05:48:06,21.70,38.30,3321,,
320c84,09.11.2018 05:50:08,21.70,38.30,3330,,
320c84,09.11.2018 05:52:10,21.70,38.30,3321,,
320c84,09.11.2018 05:54:11,21.70,38.40,3324,,
320c84,09.11.2018 05:56:13,21.70,38.30,3324,,
320c84,09.11.2018 05:58:15,21.70,38.30,3325,,
320c84,09.11.2018 06:00:17,21.70,38.30,3324,,
320c84,09.11.2018 06:02:19,21.70,38.30,3321,,
320c84,09.11.2018 06:04:21,21.70,38.40,3314,,
320c84,09.11.2018 06:06:23,21.70,38.40,3314,,
320c84,09.11.2018 06:08:25,21.70,39.00,3310,,
320c84,09.11.2018 06:10:26,21.70,38.40,3319,,
320c84,09.11.2018 06:12:28,21.70,38.40,3330,,
320c84,09.11.2018 06:14:30,21.70,38.40,3315,,
320c84,09.11.2018 06:16:32,21.70,38.40,3314,,
320c84,09.11.2018 06:18:34,21.70,38.50,3322,,
320c84,09.11.2018 06:20:36,21.70,38.40,3321,,
320c84,09.11.2018 06:22:37,21.70,38.50,3322,,
320c84,09.11.2018 06:24:39,21.70,38.50,3310,,
320c84,09.11.2018 06:26:41,21.70,38.50,3316,,
320c84,09.11.2018 06:28:42,21.70,38.90,3321,,
320c84,09.11.2018 06:30:44,21.70,38.50,3322,,
320c84,09.11.2018 06:32:46,21.70,38.50,3324,,
320c84,09.11.2018 06:34:48,21.70,38.50,3321,,
320c84,09.11.2018 06:36:50,21.70,38.50,3321,,
320c84,09.11.2018 06:38:52,21.70,38.50,3313,,
320c84,09.11.2018 06:40:53,21.70,39.10,3319,,
320c84,09.11.2018 06:42:55,21.60,38.50,3315,,
320c84,09.11.2018 06:44:57,21.70,38.60,3314,,
320c84,09.11.2018 06:46:59,21.60,38.50,3321,,
320c84,09.11.2018 06:49:01,21.60,38.50,3327,,
320c84,09.11.2018 06:51:03,21.60,38.50,3324,,
320c84,09.11.2018 06:53:05,21.60,38.50,3321,,
320c84,09.11.2018 06:55:07,21.60,38.50,3322,,
320c84,09.11.2018 06:57:09,21.70,38.60,3322,,
320c84,09.11.2018 06:59:11,21.60,38.60,3324,,
320c84,09.11.2018 07:01:12,21.60,38.60,3334,,
320c84,09.11.2018 07:03:14,21.60,38.60,3324,,
320c84,09.11.2018 07:05:16,21.60,38.70,3321,,
320c84,09.11.2018 07:07:18,21.60,38.60,3321,,
320c84,09.11.2018 07:09:20,21.60,38.60,3324,,
320c84,09.11.2018 07:11:22,21.60,38.70,3326,,
320c84,09.11.2018 07:13:24,21.60,38.70,3325,,
320c84,09.11.2018 07:15:25,21.60,38.70,3331,,
320c84,09.11.2018 07:17:27,21.60,38.70,3322,,
320c84,09.11.2018 07:19:29,21.60,38.70,3321,,
320c84,09.11.2018 07:21:31,21.60,38.70,3324,,
320c84,09.11.2018 07:23:32,21.60,38.70,3322,,
320c84,09.11.2018 07:25:34,21.60,38.70,3322,,
320c84,09.11.2018 07:27:36,21.60,38.70,3326,,
320c84,09.11.2018 07:29:38,21.60,38.70,3324,,
320c84,09.11.2018 07:31:41,21.60,38.80,3326,,
320c84,09.11.2018 07:33:42,21.60,38.70,3322,,
320c84,09.11.2018 07:35:44,21.60,38.80,3326,,
320c84,09.11.2018 07:37:46,21.60,38.80,3324,,
320c84,09.11.2018 07:39:48,21.60,38.80,3324,,
320c84,09.11.2018 07:41:50,21.60,38.80,3326,,
320c84,09.11.2018 07:43:52,21.60,38.80,3320,,
320c84,09.11.2018 07:45:54,21.60,38.80,3321,,
320c84,09.11.2018 07:47:56,21.60,38.80,3322,,
320c84,09.11.2018 07:49:58,21.60,38.80,3315,,
320c84,09.11.2018 07:52:00,21.60,38.80,3320,,
320c84,09.11.2018 07:54:01,21.60,38.80,3321,,
320c84,09.11.2018 07:56:03,21.60,38.80,3321,,
320c84,09.11.2018 07:58:05,21.60,38.80,3324,,
320c84,09.11.2018 08:00:06,21.60,38.90,3322,,
320c84,09.11.2018 08:02:08,21.60,38.80,3321,,
320c84,09.11.2018 08:04:10,21.60,38.90,3327,,
320c84,09.11.2018 08:06:12,21.60,38.90,3326,,
320c84,09.11.2018 08:08:14,21.60,38.90,3325,,
320c84,09.11.2018 08:10:15,21.70,39.50,3321,,
320c84,09.11.2018 08:12:17,21.90,39.30,3322,,
320c84,09.11.2018 08:14:19,22.00,39.90,3321,,
320c84,09.11.2018 08:16:20,22.10,39.90,3322,,
320c84,09.11.2018 08:18:22,22.10,39.80,3317,,
320c84,09.11.2018 08:20:24,22.20,39.80,3320,,
320c84,09.11.2018 08:22:26,22.30,39.90,3315,,
69080f,09.11.2018 08:23:56,24.50,39.20,3288,,
320c84,09.11.2018 08:24:28,22.30,39.70,3330,,
69080f,09.11.2018 08:25:58,23.80,41.20,3270,,
320c84,09.11.2018 08:26:29,22.30,40.00,3316,,
69080f,09.11.2018 08:28:00,23.60,41.70,3257,,
69080f,09.11.2018 08:30:01,23.30,41.80,3246,,
69080f,09.11.2018 08:32:03,23.30,44.20,3231,,
69080f,09.11.2018 08:34:05,23.30,42.90,3222,,
69080f,09.11.2018 08:36:07,23.30,42.50,3211,,
69080f,09.11.2018 08:38:09,23.20,43.20,3204,,
69080f,09.11.2018 08:40:11,23.30,44.20,3194,,
69080f,09.11.2018 08:42:12,23.30,43.30,3185,,
69080f,09.11.2018 08:44:14,23.30,43.30,3178,,
69080f,09.11.2018 08:46:16,23.30,43.40,3173,,
320c84,09.11.2018 09:26:43,23.10,39.30,3333,,
320c84,09.11.2018 15:01:01,28.60,36.40,3207,,
69147a,09.11.2018 16:13:24,25.90,40.50,3176,,
a02b7,10.11.2018 16:11:41,21.80,48.60,3259,,
a02b7,10.11.2018 16:13:43,21.70,45.20,3252,,
a02b7,10.11.2018 16:15:45,22.10,44.20,3246,,
a02b7,10.11.2018 16:17:46,22.40,42.90,3236,,
a02b7,10.11.2018 16:19:48,22.70,42.40,3226,,
a02b7,10.11.2018 16:21:49,23.20,41.60,3218,,
a02b7,10.11.2018 16:23:51,23.80,39.90,3211,,
a02b7,10.11.2018 16:25:53,23.10,41.50,3202,,
a02b7,10.11.2018 16:27:54,22.60,42.80,3194,,
a02b7,10.11.2018 16:29:56,21.80,43.00,3189,,
a02b7,10.11.2018 16:31:58,22.40,43.00,3180,,
a02b7,10.11.2018 16:33:59,22.40,43.50,3174,,
a02b7,10.11.2018 16:36:01,22.40,42.80,3170,,
a02b7,10.11.2018 16:38:02,22.40,42.90,3165,,
a02b7,10.11.2018 16:40:04,22.50,43.00,3154,,
a02b7,10.11.2018 16:42:06,22.70,43.10,3150,,
a02b7,10.11.2018 16:44:08,22.50,43.20,3145,,
a02b7,10.11.2018 16:46:10,22.50,43.50,3137,,
a02b7,10.11.2018 16:48:11,22.60,43.90,3132,,
a02b7,10.11.2018 16:50:13,22.70,44.70,3127,,
a02b7,10.11.2018 16:52:15,22.50,45.20,3118,,
a02b7,10.11.2018 16:54:17,22.50,45.90,3114,,
a02b7,10.11.2018 16:56:18,22.50,46.30,3110,,
a02b7,10.11.2018 16:58:20,22.60,46.70,3102,,
a02b7,10.11.2018 17:00:22,22.70,47.40,3102,,
a02b7,10.11.2018 17:02:24,22.80,48.00,3098,,
a02b7,10.11.2018 17:04:25,22.80,48.30,3093,,
a02b7,10.11.2018 17:06:27,22.80,48.90,3089,,
a02b7,10.11.2018 17:08:29,23.50,49.80,3079,,
a02b7,10.11.2018 17:10:30,22.80,49.80,3078,,
a02b7,10.11.2018 17:12:32,22.90,50.40,3074,,
a02b7,10.11.2018 17:14:34,23.10,51.00,3069,,
a02b7,10.11.2018 17:16:35,22.70,51.30,3067,,
a02b7,10.11.2018 17:18:37,22.70,51.70,3065,,
a02b7,10.11.2018 17:20:39,22.90,53.20,3061,,
a02b7,10.11.2018 17:22:41,23.00,52.80,3054,,
a02b7,10.11.2018 17:24:42,22.80,53.10,3052,,
a02b7,10.11.2018 17:26:44,22.80,53.40,3050,,
a02b7,10.11.2018 17:28:46,23.10,56.10,3041,,
a02b7,10.11.2018 17:30:48,23.60,53.10,3041,,
a02b7,10.11.2018 17:32:49,23.30,54.00,3037,,
a02b7,10.11.2018 17:34:51,22.50,54.60,3034,,
a02b7,10.11.2018 17:36:52,21.90,54.90,3032,,
a02b7,10.11.2018 17:38:54,23.20,55.80,3032,,
a02b7,10.11.2018 17:40:55,24.10,57.10,3026,,
a02b7,10.11.2018 17:42:57,23.20,56.70,3021,,
a02b7,10.11.2018 17:44:59,23.10,57.30,3019,,
a02b7,10.11.2018 17:47:00,22.80,57.60,3017,,
a02b7,10.11.2018 17:49:02,22.90,58.40,3013,,
a02b7,10.11.2018 17:51:04,22.80,58.70,3013,,
a02b7,10.11.2018 17:53:06,22.90,59.10,3002,,
a02b7,10.11.2018 17:55:07,22.90,60.00,3002,,
a02b7,10.11.2018 17:57:09,22.90,59.90,2997,,
a02b7,10.11.2018 17:59:10,23.50,60.90,2997,,
a02b7,10.11.2018 18:01:12,22.80,60.80,2993,,
a02b7,10.11.2018 18:03:15,23.60,61.80,2993,,
a02b7,10.11.2018 18:05:16,22.90,61.70,2989,,
a02b7,10.11.2018 18:07:18,22.90,62.10,2986,,
a02b7,10.11.2018 18:09:20,23.00,62.60,2984,,
a02b7,10.11.2018 18:11:23,21.80,62.30,2984,,
a02b7,10.11.2018 18:13:25,22.00,62.90,2980,,
a02b7,10.11.2018 18:15:26,22.90,63.90,2980,,
a02b7,10.11.2018 18:17:28,22.90,64.00,2973,,
a02b7,10.11.2018 18:19:29,23.00,74.20,2973,,
a02b7,10.11.2018 18:21:31,22.00,64.40,2965,,
a02b7,10.11.2018 18:23:32,23.10,65.60,2965,,
a02b7,10.11.2018 18:25:34,23.00,66.00,2961,,
a02b7,10.11.2018 18:27:36,23.90,76.30,2961,,
a02b7,10.11.2018 18:29:37,24.10,64.40,2960,,
a02b7,10.11.2018 18:31:39,23.60,66.70,2960,,
a02b7,10.11.2018 18:33:41,23.30,66.40,2956,,
a02b7,10.11.2018 18:35:42,23.20,67.00,2957,,
a02b7,10.11.2018 18:37:44,22.90,68.60,2956,,
a02b7,10.11.2018 18:39:46,22.90,69.10,2952,,
a02b7,10.11.2018 18:41:47,23.50,69.50,2952,,
a02b7,10.11.2018 18:43:49,22.90,70.80,2945,,
a02b7,10.11.2018 18:45:51,22.90,70.60,2945,,
a02b7,10.11.2018 18:47:53,23.10,70.70,2944,,
a02b7,10.11.2018 18:49:54,23.70,71.20,2941,,
a02b7,10.11.2018 18:51:56,22.50,70.90,2941,,
a02b7,10.11.2018 18:53:57,23.00,71.40,2940,,
a02b7,10.11.2018 18:55:59,23.10,71.80,2936,,
a02b7,10.11.2018 18:58:01,23.20,72.20,2936,,
a02b7,10.11.2018 19:00:02,23.00,72.20,2930,,
a02b7,10.11.2018 19:02:04,23.30,72.50,2928,,
a02b7,10.11.2018 19:04:06,23.80,73.00,2928,,
a02b7,10.11.2018 19:06:07,23.10,73.00,2923,,
a02b7,10.11.2018 19:08:09,23.00,73.40,2922,,
a02b7,10.11.2018 19:10:11,23.20,73.50,2921,,
a02b7,10.11.2018 19:12:12,23.00,73.60,2920,,
a02b7,10.11.2018 19:14:14,23.10,74.20,2917,,
a02b7,10.11.2018 19:16:16,23.00,74.30,2917,,
a02b7,10.11.2018 19:18:17,23.30,74.80,2917,,
a02b7,10.11.2018 19:20:19,23.00,74.60,2913,,
a02b7,10.11.2018 19:22:21,23.20,75.10,2912,,
a02b7,10.11.2018 19:24:22,23.00,75.20,2912,,
a02b7,10.11.2018 19:26:24,23.10,75.20,2911,,
a02b7,10.11.2018 19:28:26,23.10,75.50,2909,,
a02b7,10.11.2018 19:30:27,21.90,74.90,2908,,
a02b7,10.11.2018 19:32:29,23.10,76.00,2908,,
a02b7,10.11.2018 19:34:31,23.10,76.10,2908,,
a02b7,10.11.2018 19:36:32,23.10,76.00,2907,,
a02b7,10.11.2018 19:38:34,23.00,76.00,2904,,
a02b7,10.11.2018 19:40:36,23.10,76.10,2904,,
a02b7,10.11.2018 19:42:37,23.00,76.00,2904,,
a02b7,10.11.2018 19:44:39,23.00,76.30,2902,,
a02b7,10.11.2018 19:46:41,23.00,76.50,2904,,
a02b7,10.11.2018 19:48:43,23.00,76.70,2899,,
a02b7,10.11.2018 19:50:44,23.00,76.70,2899,,
a02b7,10.11.2018 19:52:46,23.00,76.80,2899,,
a02b7,10.11.2018 19:54:48,22.20,76.50,2890,,
a02b7,10.11.2018 19:56:49,22.90,77.00,2888,,
a02b7,10.11.2018 19:58:51,23.00,77.20,2888,,
a02b7,10.11.2018 20:00:53,23.00,77.40,2888,,
a02b7,10.11.2018 20:02:55,23.40,77.80,2888,,
a02b7,10.11.2018 20:04:56,23.00,77.60,2888,,
a02b7,10.11.2018 20:06:58,23.10,77.90,2884,,
a02b7,10.11.2018 20:09:00,22.90,77.80,2884,,
a02b7,10.11.2018 20:11:01,23.10,78.20,2884,,
a02b7,10.11.2018 20:13:03,23.10,78.30,2882,,
a02b7,10.11.2018 20:15:05,23.10,78.50,2883,,
a02b7,10.11.2018 20:17:06,23.10,78.70,2880,,
a02b7,10.11.2018 20:19:08,22.90,78.70,2880,,
a02b7,10.11.2018 20:21:10,23.00,79.20,2880,,
a02b7,10.11.2018 20:23:12,23.00,79.80,2880,,
a02b7,10.11.2018 20:25:14,22.90,79.50,2877,,
a02b7,10.11.2018 20:27:15,22.80,80.40,2875,,
a02b7,10.11.2018 20:29:17,22.60,81.40,2875,,
a02b7,10.11.2018 20:31:19,22.50,81.70,2873,,
a02b7,10.11.2018 20:33:21,22.60,82.80,2870,,
a02b7,10.11.2018 20:35:23,22.60,83.30,2870,,
a02b7,10.11.2018 20:37:25,22.20,83.40,2869,,
a02b7,10.11.2018 20:39:27,22.80,83.00,2869,,
a02b7,10.11.2018 20:41:28,22.00,83.10,2869,,
a02b7,10.11.2018 20:43:30,22.90,86.50,2868,,
a02b7,10.11.2018 20:45:32,23.20,86.80,2864,,
a02b7,10.11.2018 20:47:34,23.30,87.30,2864,,
a02b7,10.11.2018 20:49:35,23.20,88.20,2864,,
a02b7,10.11.2018 20:51:37,23.20,88.40,2864,,
a02b7,10.11.2018 20:53:39,23.50,86.20,2864,,
a02b7,10.11.2018 20:55:41,23.10,87.40,2861,,
